0.02,5.228269
0.04,5.188713
0.06,5.150122
0.08,5.10735
0.1,5.067472
0.12,5.02663
0.14,4.983858
0.16,4.941408
0.18,4.900565
0.2,4.858115
0.22,4.817272
0.24,4.774179
0.26,4.733336
0.28,4.690564
0.3,4.646827
0.32,4.60695
0.34,4.564499
0.36,4.5243
0.38,4.484744
0.4,4.445831
0.42,4.410134
0.44,4.372829
0.46,4.337776
0.48,4.304973
0.5,4.274422
0.52,4.241298
0.54,4.210425
0.56,4.180838
0.58,4.147071
0.6,4.113946
0.62,4.084038
0.64,4.049949
0.66,4.014895
0.68,3.98563
0.7,3.951863
0.72,3.922276
0.74,3.889795
0.76,3.858279
0.78,3.825155
0.8,3.795568
0.82,3.760836
0.84,3.730606
0.86,3.697482
0.88,3.667574
0.9,3.637344
0.92,3.605828
0.94,3.579779
0.96,3.550514
0.98,3.526394
1,3.501632
1.02,3.482336
1.04,3.462397
1.06,3.443101
1.08,3.428308
1.1,3.413836
1.12,3.399043
1.14,3.383928
1.16,3.369456
1.18,3.354985
1.2,3.340513
1.22,3.32572
1.24,3.310926
1.26,3.296776
1.28,3.280696
1.3,3.262366
1.32,3.243713
1.34,3.227633
1.36,3.208338
1.38,3.188721
1.4,3.169425
1.42,3.150129
1.44,3.130834
1.46,3.111216
1.48,3.096423
1.5,3.086132
1.52,3.081951
1.54,3.081308
1.56,3.090956
1.58,3.101247
1.6,3.11604
1.62,3.140482
1.64,3.165244
1.66,3.198368
1.68,3.236638
1.7,3.276516
1.72,3.325398
1.74,3.374924
1.76,3.432489
1.78,3.491984
1.8,3.551479
1.82,3.618049
1.84,3.682689
1.86,3.750867
1.88,3.820331
1.9,3.891403
1.92,3.965048
1.94,4.03805
1.96,4.11266
1.98,4.185983
2,4.259628
2.02,4.333273
2.04,4.406597
2.06,4.480242
2.08,4.552279
2.1,4.62303
2.12,4.695388
2.14,4.767425
2.16,4.835925
2.18,4.904424
2.2,4.972924
2.22,5.036599
2.24,5.100275
2.26,5.160091
2.28,5.218943
2.3,5.274257
2.32,5.326677
2.34,5.379097
2.36,5.428301
2.38,5.473645
2.4,5.517382
2.42,5.561119
2.44,5.600353
2.46,5.63991
2.48,5.67432
2.5,5.711625
2.52,5.743463
2.54,5.776265
2.56,5.809068
2.58,5.839941
2.6,5.869206
2.62,5.898149
2.64,5.923877
2.66,5.95282
2.68,5.977262
2.7,6.004919
2.72,6.030646
2.74,6.055409
2.76,6.078564
2.78,6.10011
2.8,6.123587
2.82,6.147385
2.84,6.167967
2.86,6.187262
2.88,6.207201
2.9,6.226175
2.92,6.241612
2.94,6.256405
2.96,6.270555
2.98,6.285027
3,6.293388
3.02,6.299499
3.04,6.304966
3.06,6.30979
3.08,6.30979
3.1,6.304323
3.12,6.29982
3.14,6.294675
3.16,6.285027
3.18,6.275057
3.2,6.261229
3.22,6.250295
3.24,6.231642
3.26,6.216527
3.28,6.197232
3.3,6.181795
3.32,6.163143
3.34,6.143204
3.36,6.119406
3.38,6.099467
3.4,6.075026
3.42,6.051871
3.44,6.030325
3.46,6.006205
3.48,5.981764
3.5,5.957644
3.52,5.933525
3.54,5.908119
3.56,5.879175
3.58,5.854413
3.6,5.825791
3.62,5.801028
3.64,5.771763
3.66,5.741855
3.68,5.708087
3.7,5.675285
3.72,5.644412
3.74,5.610323
3.76,5.576234
3.78,5.542145
3.8,5.507413
3.82,5.473324
3.84,5.435376
3.86,5.400644
3.88,5.36559
3.9,5.327963
3.92,5.292266
3.94,5.25271
3.96,5.219265
3.98,5.180995
4,5.145941
4.02,5.112817
4.04,5.081944
4.06,5.047534
4.08,5.017947
4.1,4.989003
4.12,4.959095
4.14,4.93176
4.16,4.905711
4.18,4.880626
4.2,4.856828
4.22,4.831422
4.24,4.807946
4.26,4.783826
4.28,4.763566
4.3,4.74427
4.32,4.724332
4.34,4.704393
4.36,4.690564
4.38,4.671269
4.4,4.656154
4.42,4.645541
4.44,4.631391
4.46,4.621422
4.48,4.611774
4.5,4.602126
4.52,4.592157
4.54,4.582509
4.56,4.572861
4.58,4.568037
4.6,4.558068
4.62,4.553565
4.64,4.545204
4.66,4.53845
4.68,4.533948
4.7,4.529124
4.72,4.524622
4.74,4.514331
4.76,4.509185
4.78,4.505005
4.8,4.496322
4.82,4.490211
4.84,4.489246
4.86,4.484423
4.88,4.47992
4.9,4.479599
4.92,4.47992
4.94,4.484744
4.96,4.489568
4.98,4.494392
5,4.504361
5.02,4.514331
5.04,4.5243
5.06,4.539415
5.08,4.558389
5.1,4.578006
5.12,4.600196
5.14,4.624959
5.16,4.651008
5.18,4.679308
5.2,4.709538
5.22,4.739125
5.24,4.773857
5.26,4.807303
5.28,4.842035
5.3,4.879661
5.32,4.91568
5.34,4.954593
5.36,4.993827
5.38,5.033383
