0.02,-6.079295
0.04,-6.020443
0.06,-5.958697
0.08,-5.898237
0.1,-5.83424
0.12,-5.767992
0.14,-5.702708
0.16,-5.635817
0.18,-5.570855
0.2,-5.502677
0.22,-5.43482
0.24,-5.369537
0.26,-5.30168
0.28,-5.237683
0.3,-5.173686
0.32,-5.11194
0.34,-5.051159
0.36,-4.99295
0.38,-4.936028
0.4,-4.882
0.42,-4.831189
0.44,-4.787773
0.46,-4.74275
0.48,-4.703516
0.5,-4.674894
0.52,-4.644986
0.54,-4.621188
0.56,-4.600927
0.58,-4.586456
0.6,-4.571662
0.62,-4.557512
0.64,-4.547221
0.66,-4.537252
0.68,-4.526961
0.7,-4.517635
0.72,-4.513454
0.74,-4.503806
0.76,-4.498339
0.78,-4.488691
0.8,-4.483867
0.82,-4.473898
0.84,-4.466823
0.86,-4.459104
0.88,-4.454602
0.9,-4.444633
0.92,-4.439809
0.94,-4.439487
0.96,-4.434985
0.98,-4.439809
1,-4.44206
1.02,-4.449457
1.04,-4.458783
1.06,-4.468752
1.08,-4.484189
1.1,-4.493515
1.12,-4.507665
1.14,-4.522458
1.16,-4.537252
1.18,-4.552367
1.2,-4.56716
1.22,-4.581632
1.24,-4.596103
1.26,-4.611862
1.28,-4.626012
1.3,-4.640483
1.32,-4.654955
1.34,-4.669427
1.36,-4.68422
1.38,-4.698692
1.4,-4.713807
1.42,-4.728922
1.44,-4.74275
1.46,-4.762689
1.48,-4.781342
1.5,-4.804175
1.52,-4.826365
1.54,-4.850484
1.56,-4.875247
1.58,-4.902261
1.6,-4.929596
1.62,-4.958218
1.64,-4.986518
1.66,-5.017713
1.68,-5.048586
1.7,-5.082997
1.72,-5.11998
1.74,-5.153426
1.76,-5.191374
1.78,-5.227071
1.8,-5.260838
1.82,-5.293319
1.84,-5.325157
1.86,-5.354743
1.88,-5.38433
1.9,-5.411022
1.92,-5.437072
1.94,-5.464085
1.96,-5.492064
1.98,-5.516505
2,-5.535801
2.02,-5.556061
2.04,-5.575357
2.06,-5.59015
2.08,-5.604622
2.1,-5.620058
2.12,-5.62842
2.14,-5.643535
2.16,-5.653504
2.18,-5.667333
2.2,-5.677945
2.22,-5.687272
2.24,-5.701743
2.26,-5.711713
2.28,-5.722325
2.3,-5.736475
2.32,-5.746123
2.34,-5.75545
2.36,-5.760595
2.38,-5.770243
2.4,-5.775388
2.42,-5.784715
2.44,-5.790503
2.46,-5.795649
2.48,-5.794684
2.5,-5.799508
2.52,-5.805297
2.54,-5.804332
2.56,-5.804653
2.58,-5.805297
2.6,-5.804332
2.62,-5.804975
2.64,-5.799186
2.66,-5.795006
2.68,-5.795649
2.7,-5.790182
2.72,-5.789538
2.74,-5.785036
2.76,-5.78986
2.78,-5.790182
2.8,-5.795006
2.82,-5.799829
2.84,-5.805618
2.86,-5.81012
2.88,-5.814944
2.9,-5.819125
2.92,-5.824592
2.94,-5.824271
2.96,-5.829416
2.98,-5.829738
3,-5.829095
3.02,-5.824592
3.04,-5.824592
3.06,-5.824592
3.08,-5.825235
3.1,-5.825235
3.12,-5.823949
3.14,-5.829095
3.16,-5.829095
3.18,-5.830059
3.2,-5.829095
3.22,-5.829416
3.24,-5.824271
3.26,-5.823949
3.28,-5.819447
3.3,-5.808834
3.32,-5.804653
3.34,-5.795006
3.36,-5.780855
3.38,-5.765097
3.4,-5.746123
3.42,-5.729079
3.44,-5.712034
3.46,-5.691774
3.48,-5.667333
3.5,-5.648037
3.52,-5.623918
3.54,-5.599798
3.56,-5.575035
3.58,-5.550594
3.6,-5.525188
3.62,-5.496566
3.64,-5.467301
3.66,-5.437715
3.68,-5.403947
3.7,-5.369537
3.72,-5.330624
3.74,-5.291068
3.76,-5.24701
3.78,-5.20263
3.8,-5.155998
3.82,-5.107438
3.84,-5.056626
3.86,-5.004849
3.88,-4.950822
3.9,-4.897115
3.92,-4.841801
3.94,-4.78713
3.96,-4.732781
3.98,-4.679075
4,-4.627941
4.02,-4.58131
4.04,-4.532428
4.06,-4.488369
4.08,-4.446884
4.1,-4.408614
4.12,-4.370988
4.14,-4.342366
4.16,-4.307955
4.18,-4.278047
4.2,-4.254249
4.22,-4.229486
4.24,-4.205367
4.26,-4.188001
4.28,-4.169991
4.3,-4.159057
4.32,-4.149409
4.34,-4.141048
4.36,-4.141048
4.38,-4.140726
4.4,-4.14137
4.42,-4.149088
4.44,-4.155841
4.46,-4.171278
4.48,-4.185428
4.5,-4.204724
4.52,-4.224662
4.54,-4.243636
4.56,-4.268721
4.58,-4.292519
4.6,-4.317603
4.62,-4.341723
4.64,-4.366164
4.66,-4.390605
4.68,-4.414724
4.7,-4.439166
4.72,-4.459104
4.74,-4.482902
4.76,-4.507343
4.78,-4.532428
4.8,-4.556226
4.82,-4.581632
4.84,-4.610897
4.86,-4.640162
4.88,-4.679075
4.9,-4.717344
4.92,-4.757865
4.94,-4.803853
4.96,-4.850484
4.98,-4.897437
5,-4.943425
5.02,-4.991664
